RegionName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31
"LAFAYETTE, LA",6669.505352061385,6890.2620242971725,6967.696274276267,6959.3139457381,6694.043979939196,6795.645228440525,6928.526517047368,7278.079918433584,7285.207105934693,7625.977407880452,7685.621994862896,7981.624998334577,7710.412883697004,7860.905561222881,7650.592617092311,8134.047282823616,7844.380583369591,8245.858288027039,8201.596835460037,8168.424631280187,8023.232111807924,7723.126729738188,7690.62732157353,8129.239884866118,8261.087129153055,8694.958048458877,8129.024750770222,8034.387889840284,8188.832161784136,8623.467053796465,9431.155673656276,9054.094450386096,8796.353922399465,8392.992768013297,10073.101640834617,10793.632869902547,11873.924526617777,10892.372138852945,11126.336407272447,11136.08917038764,12060.030806529272,12187.676979267222,12112.469283278995,11413.61353778992,12260.922477493614,12768.517785748576,12595.469226077794,11759.556745778344,10986.04128600823,13853.06247253234,15445.619595518554,15704.3394238685,13334.447203889378,11650.322184402366,11227.44338014881,11160.947564917527,11776.214263161242,11404.41183187923,11003.113246653878,10712.283260554965,10581.875634525884,10618.160400431016,10688.158160770214,11915.496638429368,11653.835365626135,10922.768712692688,10109.792216966192,9940.816904135763,9737.280263510502,9556.884219554458,9464.561566017304,9398.119594823396,8994.876781908759,9107.843702920249,9226.07230450035,9305.416075515946,10344.933439334594
"MYRTLE BEACH, SC",8021.678191208906,7920.622001126653,8485.830163543107,9146.939318065944,9403.022298557958,9255.34466129082,8876.702609933853,8527.857913039921,8061.398415081158,7832.144479461244,7919.309244385952,7862.578623072619,7763.835663064565,7906.470839942866,8359.124864151143,8530.368491481271,8276.268669927364,8262.856595159194,8646.221381487596,8699.054959911975,8550.416748013397,7809.084114496487,7717.217921259595,7686.187817960429,7980.775448206544,8344.452705968639,8303.567493186996,8183.852633717794,7997.163388660342,7815.840832040011,8169.465152760192,7996.64383322277,8452.197727894227,8989.968071187295,9036.500080752709,8756.305702193244,8738.754066183226,,,,,,16098.303480690864,15410.796262043055,14590.87087192566,14278.881035083074,14752.52062503146,17690.134249672836,19362.69617579378,19584.18571827744,17655.2628327053,17148.058792103024,16568.728778899564,16193.593541890164,15053.902236203534,14414.81942537808,14048.068243862275,13863.614195613009,13450.689191248275,12603.307028613855,12203.7680675776,12186.750451508282,12199.950829218747,12187.41252770069,11956.134860538175,12139.118965422009,11989.008083175868,11977.889005169813,11724.716147479288,11455.040379191045,10897.2750896447,10696.170161018032,10619.247041075168,10869.43417478152,11170.476503555934,11694.198765298715,12133.359726995468
"SPRINGFIELD, MO",9685.7313567293,9249.935136052069,9136.6646065657,9386.02241450086,9423.247965466457,9254.902820510755,8879.206169499124,8584.885104048712,9037.18453740104,10260.4142937596,10586.422484404256,10417.46562407606,9722.87530666475,9706.679210243734,9908.507531524623,9797.48516627158,10027.853331199098,9645.269932448746,9571.074813306632,9449.448104637502,9740.928352668338,11389.550888634056,12852.79031590414,13222.24482570806,11830.85418075276,10623.08754789272,10339.803468290733,10462.03008590093,10796.814152691064,11499.106973887674,11834.4933830974,11703.80112105424,11203.233264033515,11020.546252539263,12411.351824744836,12258.26094017094,13691.223177307407,14463.871555318285,17337.908818190914,18334.79766086665,18364.083397329643,17764.74185604067,17405.715763308563,17434.745826263108,16524.41514396116,15540.210244600356,15170.61270661884,17128.708411138785,19065.028923066755,20220.53042390869,20479.34255592403,21046.01853890981,20410.626564238468,19800.31823577888,17850.818093167938,17081.227073841404,16210.437451408923,16696.878026312188,17153.438606516964,17297.943789118923,17333.475237669616,17697.859723740705,18604.66146439864,18587.72050092257,17254.965298340583,15692.490337208104,13712.47582456672,13442.484914608856,12274.578269102409,12086.455740459389,11571.121866294445,11236.083119001423,12221.705134153424,12280.4180766476,12621.306582394727,12322.802713178296,12811.309813747115
"VISALIA, CA",7949.715022158202,9076.964098285329,9595.22072401254,10427.537605164443,10244.31270180991,10103.937279090214,9653.484353712747,9563.942445112114,9370.638650742469,9353.136610581088,8955.791589924424,8765.519719810973,8464.971294444278,8836.787250070642,9154.673895192587,9917.641659347428,10010.974426978482,10030.616043518858,9924.988306178568,9600.380501474365,10049.099346790266,9414.903790211218,9281.112497294422,9043.913913416429,9220.665465038845,9435.439219925807,10191.268396396395,10616.23772972973,12134.289746031744,11927.401746031746,12664.006746031746,12679.294333333331,12718.386925925928,13305.022845466156,13156.021308742991,14130.908203329886,14607.913950456325,15604.813474107592,16404.529048656503,16692.748560851625,16881.46341113282,18679.04203361495,18799.551688086496,17481.951643147724,15163.874962682516,,23770.849588896017,26630.78115657927,22867.244066892014,23810.3281477596,23004.361895171605,21976.377866759634,20586.93791572502,19052.39377870262,18352.20508978557,18107.55208549372,18034.664074953536,16189.588171277996,15179.710941231047,16297.622300007695,18333.71795297573,19683.85308680275,21031.63102577465,22023.415808180765,22009.728553368248,19760.146121378737,17671.680602671255,15808.026436208307,14421.473270139011,13181.693328678955,12576.68882534102,13434.439329373276,15038.638312208626,15394.620018342166,16408.573586604576,15805.379199751898,15630.374473664067
"KILLEEN, TX",7683.912831383149,8092.125302815562,8145.86781018689,7705.3573704234,7627.812727566258,7810.224424702329,8044.235896908202,7672.377568367305,7509.62050758021,7171.908616551965,7638.159984428792,8097.057613415268,7996.1303841332,8150.7353701637185,7739.774918960927,7960.271054463374,7606.795880891426,7487.402956271525,7419.638677522438,7374.252111874779,6842.662547531048,6514.47086963923,6600.154413865425,7038.884875390652,7137.547473743326,7210.784213366712,6970.830364808397,7613.764892314169,7932.899904877752,8933.932861086241,8839.059757854855,9715.39797806264,10208.746226668563,10592.535651172491,11695.178377428412,14240.825764392595,16630.37956970233,17793.882786647315,18955.93130348995,,26519.169023809038,27978.996575342466,23911.44589158178,26181.521211664152,27255.622514732662,25820.346610593235,24172.05582627951,22415.069373638344,28282.170694444445,30887.29393768769,34330.02153824819,31930.77747496498,27938.77424991182,22681.372410584747,19343.55145427548,17698.554964149538,16848.010183641738,15338.457203984965,17808.30647324075,18048.056166154354,19613.975003606163,17783.648018252043,18648.822041389747,17934.95849183453,17436.66690846498,15923.502068698464,14913.034710978036,14120.941963863252,13742.32325975353,13475.932469121972,12864.211033302592,12113.38610323913,11450.564735645878,11588.814241082153,11886.421997807389,12284.236942108226,12965.546211587016
"ASHEVILLE, NC",15629.010807557568,15948.476469936724,15293.469426647158,14304.881538401409,14316.472201956904,14583.441530185872,14749.479455476894,14813.359902390026,14569.233795886435,14626.234281307208,13992.703584527417,13502.96208901641,13330.493854951625,13314.972483522037,13919.782226324867,14146.269672005646,14850.135715662482,15056.95062057094,15369.616924080005,14766.125427477738,14240.859017584791,13455.473181497217,14009.198996694076,15674.25032158538,17460.022966775392,16786.61520406219,15886.042208949204,14644.95758420646,15504.499731456244,15664.581716255692,16318.428948166313,16543.88162822184,16491.672039633173,16292.576124011295,,21413.27878079262,22310.639497438384,19286.403443016618,20162.66207517883,21619.11060078133,21605.088012258744,22717.308298747328,21886.48527297109,23347.73623171501,22653.28608818242,23969.56573531538,24315.6621712956,26145.998558214436,30054.917398794143,33703.30049038586,35262.7437002624,32709.998941352547,28510.299789914967,26454.836568090992,24747.15136116385,25070.46374086696,24191.30751003169,23333.590851396108,22460.348498139967,21235.430986889893,23006.615786409024,23403.20790562515,24425.58529772637,23890.747388814216,24797.13140635616,25031.44972340268,26328.55636417519,25413.87532848834,25449.875902732,23071.815207946303,23470.38023925327,23514.083041177484,24809.15517120795,23450.64919694596,23897.355133864432,24077.33090935981,25472.913003868613
"YORK, PA",7746.713832602414,8064.610589067864,7989.502539339815,7890.343806304602,8161.698927401773,7944.386099653389,8092.002715531889,7716.383272589062,7388.409288617109,7014.098634538659,7042.008225534145,7421.176787035759,7673.398681247784,7611.881178122662,7551.954199583215,7758.76577365729,8104.359139640647,8413.123222051623,8633.993039316905,8296.775892073983,8116.557078103717,7296.462878122387,7585.110088639543,8358.917697535815,8802.223746918531,10407.772990459152,9475.832822318524,9729.375285005091,8808.458364466887,10163.822951212163,10970.84388703584,10340.757080680783,10185.200739993048,9425.233816892642,10995.749057353243,9811.446870909196,9221.334225908717,8587.345510557656,9187.504748283753,10084.249812263835,9611.942565887024,9891.942953226557,10367.312102315374,10380.111218011763,9810.69051720234,8528.136140390745,9264.026845260263,11019.649133295085,12438.474524599436,12569.534489326064,11923.39451041601,12592.059785778329,12452.37026292214,12134.548559979332,11057.414712210308,10752.925557392837,10148.479827608628,9524.645294425276,9283.528593386887,9885.85546267106,10516.32676254236,12485.774670127365,12862.703217639582,12944.975788082367,10997.99943580902,10708.728659718065,10543.080380232905,10316.082712655134,9801.67100699427,9533.49003218516,9705.074208009337,9904.544172499374,10601.436987936988,11201.776691711471,11387.05715854194,12012.785086760296,11920.205592925124
"VALLEJO, CA",15634.81921690557,14543.27259337811,14796.962377754213,14587.047662678073,15067.21776257555,14735.943832796793,13974.993813573416,13004.11001377578,12639.896564327486,11801.059056299224,11824.84999197174,11957.249679637876,12064.559744560378,12357.865183890925,12691.360145587263,13580.142732725944,13564.16785664563,13111.902801300246,13023.619879489546,12414.54609918505,12772.184179226138,12749.25469204665,13236.842191339356,13631.478048071003,13583.94813354109,13205.887068085862,12785.812498201389,12667.765908625386,13114.636897449644,13739.06802564283,15025.297701138756,16116.781316044102,17248.34007615192,16622.40147966069,15652.374770258984,,19128.74358974359,,,,26307.007759036947,24851.096500099487,23315.27851764335,21814.7502444274,20871.574948157613,23056.547901373982,23997.59220779221,25201.23623426382,24709.97845648604,24237.37525378904,25071.798625436542,22924.70568113946,21841.33315978831,20090.619106437625,20046.614227043247,20643.11763470723,20660.323258939137,20578.39188017661,19689.827854171075,20398.297405669837,19635.30969454357,20337.21329883805,20317.54911132397,20830.002411197045,19887.4372796181,19701.264865825,19206.161509835198,19240.8038577262,19014.56154094133,18992.14025667004,19711.345994903444,19597.25790233159,18926.3384605504,18542.456940431173,17984.51697941753,18311.358760770083,18295.656609783346
"SANTA MARIA, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156702.28507755874,133171.8777362889,92877.6525900901,98334.07475490196,89694.38262527234,83943.67950027234,78579.64160434472,77163.70967241279,82337.60285589233,72723.27403682408,75814.5836422041,79906.17882418892,93500.04967772544,110031.31173491706,118794.49083939468,132120.51745670475,132020.7329112502,123903.21456838508,115591.91952511208,106037.91867934092,106559.10559522876,91425.28619917767,93595.4261064375,88699.18590877931,95713.89103698444,93698.68444463157,99574.57998428312,103430.80342750656,106337.6407731856
"SALINAS, CA",60334.71567760943,54927.71765545753,54354.1503914193,54563.88436155543,57262.718600750646,58604.916329055966,53571.55068503815,50181.62141502086,47888.8841102398,57735.85140670242,59559.13272869206,61490.22764790974,49854.551898710495,51024.63428027963,47910.19481028827,53046.447533748775,53652.07034076632,59969.72960242435,64451.4850570647,69454.84980373965,72206.48136848786,70901.79332294707,72868.74523503614,77753.49702689872,83179.703047893,79778.81531400525,66521.50112406112,58614.73952800102,54249.50802195917,57559.30611719727,53719.83522167488,55549.98003663003,57342.92982017982,70604.65529187793,79325.86787026,84988.90618194832,87241.10343752294,93372.12391774892,119929.36439393938,118336.67028301887,107750.2161163522,85080.44603088211,82354.86375152627,90578.14529914533,74531.30251911831,66709.71358952938,52408.44216095795,55136.96798941799,59230.5950647692,70335.7913053707,80098.80822746521,82724.56684815488,77878.35400702427,68807.15000188397,61108.45291292846,51912.99444342955,56115.95533599914,56915.47514071543,68949.12542274604,70871.65314301288,76871.25744959002,75538.64731695248,79474.16352595325,82132.05039605185,85418.2596907663,82488.74111022404,78812.44959052974,74190.41027456796,73834.14712454924,75206.92780220493,73099.12116670625,66889.16849180912,68470.54545624253,68594.57161237806,81062.6258907944,80736.91894166906,85794.51333754085
"SALEM, OR",12556.826189517002,12944.364275804148,13967.434508243485,13779.741541151056,13631.518017538712,12326.365502763823,11635.838053023652,11042.767916879602,10891.201524796548,10869.236052234111,11923.12625127736,11417.342629399667,10744.65216069882,9168.873754566865,9172.523154311437,9680.017025471188,10182.197633010384,10597.192021972553,10463.276748541488,10236.087195027414,9756.328479595388,10167.981104748013,10128.625312387454,10500.965969825402,11413.528271412702,11726.538362444198,12913.94768908978,12356.657938062466,12537.715917108142,13663.42560489108,16553.320425042817,17981.245494315404,16532.653952687015,15298.198883562589,19034.67751946139,23495.931555641127,25159.933371621755,23690.009902234,21962.263214156923,20908.83955552619,19746.12731512342,19442.221187145096,18832.64267442917,18201.57475045302,17333.221550648428,16960.039842522394,18680.256038647345,21800.14444444445,27977.758357487925,28596.982021151587,28088.3931322627,22053.69396669397,19765.305938563008,17220.45199185612,17979.951582355712,17960.942298280846,17763.078527270016,16939.9590383644,16550.108271322144,15762.551659537943,15861.458459214744,16113.972167728452,16543.091392887447,15920.260583144192,15724.176516673033,15834.593118162646,16175.202344695084,16598.96973992208,15865.85453192168,15379.180953842171,13981.679443268156,13446.935556524266,13899.296667635375,14032.115058439977,14327.52012730194,14094.956528735633,15388.57717950961
"MOBILE, AL",8559.061854411839,8208.678452496737,8518.662456066268,8679.900731036094,8989.546822847507,8935.90442982792,8387.350750641532,9035.975802757435,9352.023871256044,9275.417331831764,8687.242435742626,8574.38517767811,9241.85261761183,8831.60189085466,8857.610206181098,8598.064979264042,8985.63522362682,8785.836450599978,9051.895922075297,8867.697173804683,8675.60844990413,8465.411884939414,9104.812132222209,9921.620965156835,10239.778147625902,9159.556035325284,8785.754962345212,8985.335876326726,10501.787662136632,11033.069231004412,11101.879348359906,11238.643596083037,11139.86966569464,11719.80401573095,11276.22208036213,12083.161119784796,11828.455106244372,13607.397090186358,13932.537627339116,15949.96346983326,15476.088602108392,15288.128270318406,14125.716466056045,13105.127058481989,12678.483195342453,11531.44622305548,12272.74753539144,12322.719489493958,14391.033146851094,16070.912885413183,17418.161450087282,16459.173792103906,14149.742137833004,12701.285162060238,12973.928607254647,13480.312467407906,13489.324669192642,12603.353913435662,12381.468535782726,12767.295591828428,13410.727579007917,14648.654831958896,15144.355812625052,14901.618193577431,13525.21750649938,12512.891455645804,12373.779436139206,12468.525712757468,12704.259054982062,12109.88983174766,11836.950386526056,11514.34783948588,11990.672348832886,11985.542556593098,12084.748294627216,12492.861074035123,12041.316986869902
"READING, PA",7796.649584853723,8182.717551101567,8161.828578498827,8505.46164490377,8950.288591424682,9488.00638425214,9620.833566531195,9741.873495284768,9285.882221356344,8515.212740351812,7923.765742422204,7760.319468527342,8517.512905311007,9250.724054365584,9954.77167260558,10133.466247425476,9965.47181451704,9835.108768946036,9489.03790162582,9510.056965713453,9097.651474178385,8612.732837606782,8020.607235739885,8259.289492267426,9349.993717051751,10485.74901487535,10328.829384610435,9779.60848873349,11268.65268065268,12137.475149033971,13505.44251500134,11455.950989003102,10747.544155847305,9120.319160659006,9188.068129658684,9159.287847968544,9931.32984305835,,17170.85865476081,19497.66987068018,15192.422171600549,15345.981126445804,15203.245684517702,16126.282700703485,16733.39075488406,14619.350661643968,13188.021863880684,11599.725771673311,14367.370216117755,15944.45015521178,17954.90418751827,16859.16152424431,16476.224904526,15993.823659104755,15615.06453527693,14555.44771481392,12704.311553197762,11213.148671136005,11282.619169220292,11728.313762209003,13381.245098039217,14727.351935646053,17950.78099491021,18965.651962652144,19669.46474679472,17823.072640773396,17554.376276206065,16523.600445306325,16103.133778639662,14229.226341507503,13406.648616723898,11763.49989877518,11724.951078985963,12498.218346253228,14555.109502715815,15164.38596435459,14579.249600718224
"CORPUS CHRISTI, TX",11196.481402556834,10784.835323725709,10856.582574559166,10161.351702510465,10578.791755175183,10091.537615578316,9541.131517505377,9794.71771679244,10221.568991042448,10650.282383470128,10514.025271729985,10129.162490582825,10525.379860571067,10731.766944883771,11541.111230276168,11712.909899467595,11876.98642486131,11576.73604698546,11595.918844356109,10971.834242586196,10389.90752021234,9575.330915368757,10136.421996038467,12724.737011893209,13951.340155067017,14434.178490593162,12783.75117751803,12988.87490680524,12690.216797798925,12864.736164527632,12248.35119172326,12811.610737246898,11976.80177640712,11719.487647897127,11504.797662392622,12407.478738108584,14275.336647713104,14844.596136551088,16604.163689379988,17226.92576071058,18628.90186582728,18635.72562257636,17713.2468845791,15787.838249502698,14863.530464975844,15127.521961574485,15791.243822650418,15865.811057498904,16618.12449917187,18397.8413948182,18644.355534347826,17984.81555334118,16529.397148309734,15978.403160051666,15295.30853245704,15882.43623365683,15480.57243087012,14574.264510337898,13902.07498056668,14673.955471170046,16307.570740603362,16093.859351305377,16451.007206381026,16121.800290039404,16754.746883231102,16155.828170510891,15978.8834188259,15235.31025997934,14649.97520040874,14121.49649525315,14363.87820582145,14738.870931616617,15008.52851023228,15709.11932681969,16657.05783561269,17190.59182429974,16935.960618884546
"BROWNSVILLE, TX",9689.369451489136,10091.32183736338,10014.290010276636,10772.12930100106,10863.122758134004,11133.944037128846,11212.849908968592,11244.955365293525,10606.189817645009,10992.928674582465,10799.322252058484,11664.401731434991,10573.090135675073,11074.380590477616,10420.223429582957,11595.814699111985,11261.397515649454,11121.724372085097,10905.838929085216,10711.990396590458,10756.853061851063,9769.69191512742,9819.71152535227,10696.481572059927,10882.337041676248,10496.851581807008,9717.975026223614,10210.876587586868,11449.15024696442,11328.05151892081,12215.585651387286,13364.845787382344,13532.832814865977,11762.160765176535,9608.325854867053,10691.573017449284,11641.53199823458,11718.358711243518,10937.17196716998,11882.335605432305,13421.536172161172,15667.962533678445,15303.441275175042,14312.498570081392,12409.056402452426,11567.528057781225,15736.5600913242,17031.35505376344,19734.891229474037,17316.11427856964,18479.44659322725,18384.2762456089,17525.93092700975,17587.22587395796,16360.43314528092,16028.12021958927,15359.770657843195,14801.790891761326,14138.224534928302,12285.116874472817,13108.914379346112,13678.892952650926,13885.26699926817,13814.196726969063,14482.14364699226,14941.642239166074,13666.72326056014,13085.566726667756,12682.116931216931,13629.330260201494,14787.627531156655,15323.291049529018,15322.217980284717,15047.272186312606,15109.317022159128,14549.865254482362,14603.463036758563
"MANCHESTER, NH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46421.28167420814,38689.22035345343,36228.41799159959,25901.927729584742,22397.59826358997,21680.68998280525,23195.453803533157,23982.67365011169,23607.60282532457,20294.104275640057,18221.88543086476,15275.389208836275,16415.229584423134,18136.702702702703,22144.04761904762,24845.263581488933,25416.37786720322,25534.256604744747,23955.98508674788,23165.21132861153,20898.705532770047,18874.269421658937,16820.89714804925,18650.46757829258,29505.931467181468,30879.703953953955,37186.6074777309,31158.536245607684,33317.58338365482
"FORT WAYNE, IN",6091.85473524946,7029.140078910161,7567.56179365375,7771.811080641273,7501.765602528324,7222.537826829722,6978.331418925431,6900.722621562639,6437.609393473363,6229.471559056448,6119.669636530908,6488.074872320759,7233.733002448743,7892.959830400291,8651.009140064985,8690.415136020094,8439.683889364129,8137.407860308439,7586.317075073927,7084.772997863695,6461.778251942727,6546.729359635768,6609.208742748298,7554.5989621694,7543.337326729895,8119.928211303789,8168.409426925351,8429.972653193154,8789.66057492055,8439.326581521209,8371.741204555678,7986.350066454014,7450.58950798979,7115.614145389428,7131.389583985919,9702.40635160047,9737.17843137255,9987.522875816992,12092.50936329588,13251.370696629214,14748.125546717396,11706.365843285465,11221.294177848808,9791.241994427292,8336.391994427291,8850.626350554638,9603.336878332411,12352.406915438163,15264.226028669043,15385.76302579548,14363.58687721288,12077.49173995798,11818.04847064482,11567.49566299846,10609.655243476134,10462.92704061578,9603.948537637274,9264.867623826269,8835.35217406797,9467.129151992009,10826.9333096981,11317.518805491132,11518.219014508752,11305.17006148102,11540.968951308743,11173.970398218516,10366.83731644518,9751.594295766465,9105.82684607971,8849.193468694395,8330.240401064859,8883.94295679158,8775.511439736285,9357.877928340273,9660.907767241451,10388.121334624782,10711.343309862146
"GULFPORT, MS",8486.71686740585,8744.097857870134,9012.0298473313,9463.945025839335,9486.47398049588,9272.45911126702,8958.16595517696,9111.857596985465,9233.62341741366,8926.670403702834,8485.665649672244,8110.010127416722,8133.03224688951,8602.990513187013,8799.981459921439,8833.973132886922,8813.906128173205,9122.001991576575,8786.769914359043,8652.336788143839,8222.747380603443,8445.145050950336,8561.096599777034,9238.702361093909,9251.716589051231,8995.71523331884,8312.738360890857,9118.442649151615,9127.278772136957,9923.377840237314,9405.1629305493,9657.547246435432,9177.14267654296,9778.078765884651,10333.177732016558,10568.371111386852,10369.802593081977,10870.220929647372,10936.23207015705,11996.513538272531,11773.818050127942,12984.896744822508,12254.706993153535,12477.623798129443,11528.604778157483,11992.10760703865,12667.31917564733,14153.83252852742,14104.782171667786,14440.433579982817,14362.8468676256,15091.168941204194,14294.256889253484,13651.45267379259,13051.51100448126,12921.852753436777,12367.57080789994,12184.806728418998,12204.563570354789,12185.365394187773,12353.229838632216,12212.842372619662,12318.48563132206,11817.15532539472,11691.787327079845,11422.331446345706,11067.91719444992,10694.62537632114,10688.406358909437,11259.42136282922,11232.461170924596,10993.67682150939,10291.234536332278,10578.93144188892,11074.972304178851,12084.346556430262,12108.436002946662
"SALISBURY, MD",13797.457101827427,14044.224413537586,13512.86582839181,13903.783594956763,14277.583043550649,14555.078015667532,14773.261865559827,14624.286337733283,14476.994673592597,14048.06413082508,13560.038340523382,13141.840257440475,13293.832178851788,13907.31415468348,14076.38336483344,13782.694396049636,13033.143466919946,13632.184683944624,14184.866449546202,14769.02242884093,13549.052191825707,12784.268182398262,12038.252469006618,12603.042932501545,13508.541012939097,14320.89362435269,14999.068030607632,14327.771400761412,15010.896761896947,16009.811361644051,18187.055728115785,17958.151678048293,17262.308541899114,16908.552596480014,17651.8177781926,20326.930593227826,20652.566256459973,24461.68847647257,23030.63122303116,24495.65310918428,23954.224045513867,24496.412615709614,24077.7872221857,22281.804523773,22338.455962172,21112.999811541114,19739.778250694555,20048.142120158427,21247.15148583554,27595.01419337066,29413.791889358883,30413.23735912765,25363.609865330494,23434.12201107948,22309.05075505141,22727.12728148873,21539.95101105749,20342.83044061139,18351.439025269126,18115.595041191507,19244.20991938048,20529.88129519305,21641.819844460973,21921.44757759382,23509.30680287414,23746.71304169328,23745.48395797155,21781.710229665157,20412.692014408596,18218.24664515617,16891.24253255349,17022.384188100088,17816.489442450824,19540.69145918409,20116.28776441277,21070.369644099203,20872.817177814144
"FLINT, MI",6767.960863324519,6839.621058027297,7212.904064393789,7278.132072078344,7742.908206726182,7831.371633544909,7638.777563880006,7330.297462854443,7048.63417397747,6624.576844634074,6281.233595562285,6041.748231221199,6496.427739417922,6847.854532184866,7518.658893109549,7873.323183094132,8326.32939319013,8354.144736639504,8033.397467637424,7609.20637201218,7253.108689377254,6733.845147191028,6608.819381293189,6821.5621116908105,7553.985434088382,31582.19681924501,32440.112549377765,,,10086.098599291045,9985.050500797295,9603.984656072911,8946.726930435241,8232.504848748811,7802.5788622955215,9769.485894574836,11244.145953571884,12592.609494857634,11794.664729478083,11864.282942085973,11768.270673403882,11261.697166219426,10876.254007028954,10480.178703204498,15751.506137968225,15110.242454125188,14338.23148994522,8166.263641265953,8953.274805287116,10471.508071937113,12762.403836229683,13365.658386494231,13108.649985638362,12214.617404295052,11558.29972517953,11401.960688092882,10406.125195617751,9808.65612477854,8927.412255058078,8879.339627875086,8598.346289236242,9034.207476586342,9917.880584156062,10514.365022429807,11444.17843553242,11586.834439073808,11836.274869972536,10941.72851754035,9977.503290401706,9109.442880793904,8127.797814799378,8736.600169188177,8722.488189410118,10306.939791103034,10168.084692342907,11167.345927523498,10638.553621370134
"PEORIA, IL",6766.092245702127,6395.681706621541,6316.937134983048,6572.130387067358,6852.072260843836,6740.023292555703,6597.440062637105,6493.475044481459,6455.338949874161,6449.76557689903,6539.190699244008,6609.343482102923,6429.841337815219,6267.73125826323,6362.410590407552,6775.239918345083,7072.256158275672,7001.197857649189,6765.58347955492,6536.152127190614,6469.013442747243,6100.43650039691,5889.084782301371,5921.968854491292,6142.01740353136,6473.129870316665,6411.913332848965,6602.856895313459,6535.539681058991,6551.648228067538,6600.44078907204,6471.190392745167,6554.734366840886,6196.888136682156,6099.579080061183,5788.0477329611085,5925.704426352752,6331.943338972063,7069.134466555171,7762.732970758031,8111.000796225879,8132.021583771667,7988.986305433716,7595.433662370393,7452.017967070928,7183.134483984589,7267.577031488731,7375.715193210663,7807.825171769134,8402.312131102952,8918.072204363023,9755.043910806697,9781.73178035462,10024.43989113762,9483.86880968316,9413.27796530686,8997.94320956388,8410.210499114282,8169.832351782417,8187.30880684635,9028.62853251288,10276.677997171157,10963.608354047368,11430.838260407962,11610.95162217058,11425.800270819229,11075.319327731091,10249.880095321712,9777.66730319379,8997.25501851944,8444.962736212385,8428.416452432713,9004.86821889978,10679.769617786102,11210.961442231704,11514.35948057979,10551.440591791334
"CANTON, OH",7216.777799638522,7728.784681527405,7702.868276421734,8104.502127481795,8403.133019744186,8242.153744624773,8513.57474055172,8388.486505257604,8294.977239970214,7542.135445831841,7540.094064663989,7553.890985485104,8233.940669240668,8251.396275454785,8497.936565745076,8958.0845538241,8962.592908648943,9012.96524951281,8439.819245669987,8326.078009342213,7849.769831815237,7562.094814242286,7933.491918955407,8146.684202541629,8454.488972010116,8012.419142585809,8361.193780559252,8864.424469216336,9777.27476275841,10416.238109793783,10266.812628041434,10093.231066364866,9536.272058428358,9015.340043020104,9094.872364268153,8936.118666443343,9795.800240442804,11204.897548824389,12883.604993642944,13908.425838647614,12795.962880879184,12169.872734350014,11470.33840895319,11300.315515315262,11086.41122471956,10570.1543448746,12101.181414918949,13222.419597515414,14179.026204774704,13506.67710083205,13244.24706178286,13271.156747948777,13251.695697887728,12381.022950606284,12390.331311997978,11757.075137771544,12260.275811101124,12045.172686666818,11973.740470238416,11426.33270982175,11855.360444341588,13987.217131434283,15239.38661060095,15522.62298321219,13945.49721831686,13358.808850261305,12578.7307782466,12558.828392810316,11887.013704834671,11558.684342710074,11149.071110118692,11053.58206403241,11233.824315771815,11749.86903432858,12773.506101723842,13487.568510542127,13462.506413380032
