ID,CITY,STATE,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
14777,WILKES-BARRE INTL AP,PA,2.37,2.03,2.55,3.33,3.52,4.03,3.79,3.41,4.07,3.34,3.14,2.68,38.26
14778,WILLIAMSPORT,PA,2.7,2.34,2.97,3.24,3.66,3.92,4.34,3.86,4.16,3.42,3.74,2.93,41.28
14765,PROVIDENCE,RI,3.86,3.29,5.01,4.36,3.55,3.64,3.29,3.6,3.92,3.93,4.51,4.22,47.18
13880,CHARLESTON AP,SC,3.71,2.96,3.71,2.91,3.02,5.65,6.53,7.15,6.1,3.75,2.43,3.11,51.03
13782,CHARLESTON C.O.,SC,2.94,2.51,3.3,2.53,2.16,4.65,5.4,6.71,5.76,3.67,2.19,2.6,44.42
13883,COLUMBIA,SC,3.58,3.61,3.73,2.62,2.97,4.69,5.46,5.26,3.54,3.17,2.74,3.22,44.59
3870,GREENVILLE-SPARTANBURG AP,SC,3.82,3.97,4.52,3.36,3.76,3.8,4.8,4.48,3.43,3.44,3.7,4.11,47.19
14929,ABERDEEN,SD,0.47,0.55,1.16,1.85,3.11,3.7,3.02,2.43,2.19,1.99,0.73,0.52,21.72
14936,HURON,SD,0.5,0.6,1.46,2.31,3.11,3.93,2.92,2.43,2.46,1.79,0.87,0.52,22.9
24090,RAPID CITY,SD,0.3,0.44,0.93,1.8,3.22,2.53,1.85,1.56,1.29,1.42,0.53,0.42,16.29
14944,SIOUX FALLS,SD,0.56,0.6,1.76,3.01,3.4,3.92,3.09,3.05,2.77,2.17,1.36,0.69,26.38
13877,BRISTOL-JHNSN CTY-KNGSPRT,TN,3.37,3.45,3.44,3.33,3.8,3.9,4.69,3.47,2.99,2.1,3.1,3.37,41.01
13882,CHATTANOOGA,TN,4.91,4.84,4.98,3.99,4.1,4.05,4.91,3.48,4.04,3.28,5.0,4.9,52.48
13891,KNOXVILLE,TN,4.32,4.26,4.34,4.01,4.51,3.81,5.08,3.27,3.24,2.51,4.01,4.5,47.86
13893,MEMPHIS,TN,3.98,4.39,5.16,5.5,5.25,3.63,4.59,2.88,3.09,3.98,5.49,5.74,53.68
13897,NASHVILLE,TN,3.75,3.94,4.11,4.0,5.5,4.14,3.64,3.17,3.41,3.04,4.31,4.24,47.25
3841,OAK RIDGE,TN,4.94,5.1,5.0,4.65,4.84,4.44,5.59,3.5,4.01,3.06,4.92,5.42,55.47
13962,ABILENE,TX,1.02,1.36,1.74,1.64,3.18,3.56,1.87,2.59,2.24,2.98,1.41,1.23,24.82
23047,AMARILLO,TX,0.72,0.56,1.39,1.4,2.29,3.16,2.84,2.91,1.92,1.66,0.8,0.71,20.36
13958,AUSTIN/CITY,TX,2.22,2.02,2.76,2.09,4.44,4.33,1.88,2.35,2.99,3.88,2.96,2.4,34.32
13904,AUSTIN/BERGSTROM,TX,2.23,2.37,2.51,2.28,2.66,4.38,2.45,1.63,2.49,3.95,2.95,2.25,32.15
12919,BROWNSVILLE,TX,1.27,1.08,1.23,1.54,2.64,2.57,2.04,2.44,5.92,3.74,1.82,1.15,27.44
12924,CORPUS CHRISTI,TX,1.54,1.93,1.89,1.84,3.07,3.36,2.79,2.92,4.98,3.64,1.97,1.83,31.76
3927,DALLAS-FORT WORTH,TX,2.13,2.66,3.49,3.07,4.9,3.79,2.16,1.91,2.55,4.22,2.71,2.55,36.14
13960,DALLAS-LOVE FIELD,TX,2.06,2.59,3.49,3.07,4.92,4.11,2.21,1.87,2.84,4.79,2.88,2.74,37.57
22010,DEL RIO,TX,0.72,0.88,1.14,1.65,2.81,2.35,1.78,2.18,2.2,2.23,0.93,0.65,19.52
23044,EL PASO,TX,0.4,0.46,0.26,0.23,0.47,0.94,1.55,2.01,1.51,0.61,0.49,0.78,9.71
12923,GALVESTON,TX,4.2,2.57,3.16,3.05,4.32,5.69,3.8,4.39,6.03,5.52,4.51,3.52,50.76
12975,HOUSTON,TX,4.22,3.18,3.03,3.52,4.54,5.55,4.71,4.35,5.26,5.46,4.78,4.09,52.69
23042,LUBBOCK,TX,0.65,0.75,1.1,1.41,2.3,3.04,1.91,1.91,2.51,1.93,0.85,0.76,19.12
23023,MIDLAND-ODESSA,TX,0.56,0.71,0.6,0.65,1.74,1.8,1.82,1.84,1.86,1.73,0.69,0.6,14.6
12917,PORT ARTHUR,TX,5.26,3.58,3.53,3.21,5.23,7.09,5.95,5.38,5.97,5.58,4.4,5.29,60.47
23034,SAN ANGELO,TX,0.93,1.35,1.5,1.42,2.82,2.59,1.2,2.26,2.46,2.73,1.14,0.85,21.25
12970,SAN ANTONIO,TX,1.73,1.82,2.31,2.15,3.43,3.74,2.07,2.53,2.82,3.75,2.28,1.88,30.51
12912,VICTORIA,TX,2.52,2.08,2.77,2.82,5.19,4.46,4.18,2.85,4.16,4.64,3.24,2.31,41.22
13959,WACO,TX,2.12,2.63,3.15,2.69,4.3,3.43,1.79,2.05,3.06,3.9,2.82,2.75,34.69
13966,WICHITA FALLS,TX,1.14,1.75,2.2,2.61,3.79,4.15,1.59,2.5,2.81,3.11,1.65,1.62,28.92
23176,MILFORD,UT,0.67,0.88,1.15,1.03,0.76,0.58,0.79,0.95,0.87,1.17,0.74,0.86,10.45
24127,SALT LAKE CITY,UT,1.25,1.25,1.79,1.99,1.95,0.98,0.61,0.69,1.21,1.52,1.45,1.41,16.1
14742,BURLINGTON,VT,2.06,1.76,2.22,2.82,3.45,3.69,4.16,3.91,3.64,3.6,3.13,2.38,36.82
13733,LYNCHBURG,VA,3.14,2.93,3.58,3.31,3.73,3.62,4.36,3.26,3.88,3.11,3.41,3.24,41.57
13737,NORFOLK,VA,3.4,3.12,3.68,3.41,3.41,4.26,5.14,5.52,4.76,3.42,3.15,3.26,46.53
13740,RICHMOND,VA,3.04,2.76,4.04,3.27,3.78,3.93,4.51,4.66,4.13,2.98,3.24,3.26,43.6
13741,ROANOKE,VA,2.92,2.89,3.46,3.37,4.06,3.83,4.04,3.56,3.89,2.89,3.4,2.94,41.25
24227,OLYMPIA,WA,7.84,5.27,5.29,3.54,2.33,1.76,0.63,0.94,1.71,4.6,8.63,7.46,50.0
94240,QUILLAYUTE,WA,14.61,10.35,10.83,7.85,5.11,3.5,1.98,2.49,3.82,10.49,15.52,12.99,99.54
24281,SEATTLE C.O.,WA,5.47,3.52,3.85,2.79,2.01,1.57,0.85,0.94,1.3,3.38,5.98,6.06,37.72
24233,SEATTLE SEA-TAC AP,WA,5.57,3.5,3.72,2.71,1.94,1.57,0.7,0.88,1.5,3.48,6.57,5.35,37.49
24157,SPOKANE,WA,1.79,1.33,1.61,1.28,1.62,1.25,0.64,0.59,0.67,1.18,2.3,2.3,16.56
24160,WALLA WALLA,WA,2.53,1.76,2.3,1.92,2.13,1.28,0.59,0.57,0.75,1.68,2.87,2.47,20.85
24243,YAKIMA,WA,1.14,0.78,0.62,0.55,0.58,0.62,0.22,0.26,0.36,0.54,1.05,1.53,8.25
3872,BECKLEY,WV,2.81,2.76,3.57,3.36,4.66,4.0,5.03,3.47,3.01,2.57,2.95,3.0,41.19
13866,CHARLESTON,WV,3.0,3.19,3.91,3.24,4.8,4.29,4.94,3.74,3.25,2.67,3.73,3.27,44.03
13729,ELKINS,WV,3.23,3.1,3.96,3.8,5.12,4.4,5.36,3.84,3.63,2.85,3.38,3.26,45.93
3860,HUNTINGTON,WV,2.97,3.07,3.9,3.44,4.7,3.88,4.55,3.74,2.78,2.81,3.44,3.31,42.59
14898,GREEN BAY,WI,1.13,1.11,1.85,2.63,2.93,3.88,3.5,3.37,3.04,2.44,2.13,1.51,29.52
14920,LA CROSSE,WI,1.12,1.05,2.04,3.34,3.52,4.34,4.26,4.29,3.56,2.17,2.01,1.36,33.06
14837,MADISON,WI,1.23,1.45,2.2,3.4,3.55,4.54,4.18,4.27,3.13,2.4,2.39,1.74,34.48
14839,MILWAUKEE,WI,1.76,1.65,2.27,3.56,3.4,3.9,3.67,3.97,3.18,2.65,2.71,2.04,34.76
24089,CASPER,WY,0.51,0.57,0.82,1.29,2.02,1.61,1.41,0.85,1.08,1.11,0.76,0.49,12.52
24018,CHEYENNE,WY,0.33,0.47,1.05,1.78,2.34,2.34,2.19,1.95,1.48,0.93,0.59,0.49,15.94
94078,LANDER,WY,1.11,0.66,1.92,2.07,1.76,1.19,0.86,0.87,1.16,1.42,1.17,1.36,15.55
24029,SHERIDAN,WY,0.56,0.54,0.98,1.6,2.35,2.12,1.18,0.72,1.43,1.41,0.71,0.56,14.16
41415,GUAM,PC,4.96,4.53,2.77,3.58,4.3,7.09,12.14,17.15,14.17,11.8,9.17,5.98,97.64
21603,JOHNSTON ISLAND,PC,1.91,1.32,2.14,1.84,1.01,0.9,1.33,2.03,2.71,3.66,4.88,2.74,26.47
40309,KOROR,PC,11.09,9.54,8.27,8.19,12.52,18.01,18.12,13.92,12.09,12.06,11.9,11.93,147.64
11641,SAN JUAN,PR,3.76,2.39,1.95,4.68,5.9,4.41,5.07,5.46,5.77,5.59,6.35,5.02,56.35
